index, parcels, plants, distance 
609,56.0,4.0,1573.369852339588 
610,56.0,5.0,1588.455627157908 
611,56.0,6.0,1574.7030861847518 
612,56.0,7.0,1575.3727607760254 
613,56.0,8.0,1556.5014563136735 
614,56.0,9.0,628.2993734402924 
615,56.0,10.0,1217.7138498588058 
616,56.0,11.0,1218.294928057379 
617,57.0,1.0,120.15363766014758 
618,57.0,2.0,120.16863532255157 
619,57.0,3.0,1418.8512951804062 
620,57.0,4.0,1566.5499617694009 
621,57.0,5.0,1581.6373976159423 
622,57.0,6.0,1567.8836696445346 
623,57.0,7.0,1568.55281348834 
624,57.0,8.0,1549.6796308889552 
625,57.0,9.0,622.3099010116756 
626,57.0,10.0,1210.9453701585946 
627,57.0,11.0,1211.519773587182 
628,58.0,1.0,126.87394560438418 
629,58.0,2.0,126.88809750409195 
630,58.0,3.0,1412.1659579509449 
631,58.0,4.0,1559.730198000639 
632,58.0,5.0,1574.8194346805851 
633,58.0,6.0,1561.0644234401377 
634,58.0,7.0,1561.7329875068535 
635,58.0,8.0,1542.8576809346016 
636,58.0,9.0,616.345022781681 
637,58.0,10.0,1204.1752011964338 
638,58.0,11.0,1204.7429815542914 
639,59.0,1.0,133.6017203504632 
640,59.0,2.0,133.61509890136608 
641,59.0,3.0,1405.4784325298388 
642,59.0,4.0,1552.9100217115586 
643,59.0,5.0,1568.0009313406865 
644,59.0,6.0,1554.2447242897538 
645,59.0,7.0,1554.9127540993566 
646,59.0,8.0,1536.0355664046906 
647,59.0,9.0,610.3893957941428 
648,59.0,10.0,1197.4079106183415 
649,59.0,11.0,1197.9688498265473 
650,60.0,1.0,140.33955781903347 
651,60.0,2.0,140.3522391411029 
652,60.0,3.0,1398.7928832161072 
653,60.0,4.0,1546.0897713408847 
654,60.0,5.0,1561.182404816386 
655,60.0,6.0,1547.4249667014153 
656,60.0,7.0,1548.0924446319357 
657,60.0,8.0,1529.2132924848395 
658,60.0,9.0,604.4540976086827 
659,60.0,10.0,1190.6404487762939 
660,60.0,11.0,1191.1945064766242 
661,61.0,1.0,114.91423909362905 
662,61.0,2.0,114.93526479586473 
663,61.0,3.0,1426.8913390252471 
664,61.0,4.0,1573.5741941470208 
665,61.0,5.0,1588.7136557741067 
666,61.0,6.0,1574.9242945543035 
667,61.0,7.0,1575.5749565379192 
668,61.0,8.0,1556.6055920928907 
669,61.0,9.0,631.5572996150163 
670,61.0,10.0,1216.8988448432167 
671,61.0,11.0,1217.53389409386 
672,62.0,1.0,121.54394825514497 
673,62.0,2.0,121.56376200829257 
674,62.0,3.0,1420.2017672578056 
675,62.0,4.0,1566.7486020155666 
676,62.0,5.0,1581.88994473641 
677,62.0,6.0,1568.0992480551208 
678,62.0,7.0,1568.7492973974302 
679,62.0,8.0,1549.7776400336343 
680,62.0,9.0,625.5931049817784 
681,62.0,10.0,1210.1193171238947 
682,62.0,11.0,1210.7479818604406 
683,63.0,1.0,128.18770251815607 
684,63.0,2.0,128.20643091427536 
685,63.0,3.0,1413.5223548945767 
686,63.0,4.0,1559.9312569797594 
687,63.0,5.0,1575.0745312149602 
688,63.0,6.0,1561.2824642919984 
689,63.0,7.0,1561.9318833247735 
690,63.0,8.0,1542.9578486164835 
691,63.0,9.0,619.6560162458364 
692,63.0,10.0,1203.3478010333413 
693,63.0,11.0,1203.9700549815764 
694,64.0,1.0,134.85835183901412 
695,64.0,2.0,134.87610115113932 
696,64.0,3.0,1406.836879568657 
697,64.0,4.0,1553.1056046989293 
698,64.0,5.0,1568.2508646961248 
699,64.0,6.0,1554.457390018566 
700,64.0,7.0,1555.1061598428007 
701,64.0,8.0,1536.1296592517276 
702,64.0,9.0,613.7321097931994 
703,64.0,10.0,1196.5678801717684 
704,64.0,11.0,1197.1836793663858 
705,65.0,1.0,141.53481494818524 
706,65.0,2.0,141.55167270245232 
707,65.0,3.0,1400.1594472287084 
708,65.0,4.0,1546.2879520597357 
709,65.0,5.0,1561.4351599651259 
710,65.0,6.0,1547.6403032318785 
711,65.0,7.0,1548.2884375467058 
712,65.0,8.0,1529.3095482374977 
713,65.0,9.0,607.8309355481563 
714,65.0,10.0,1189.7974231378748 
715,65.0,11.0,1190.4066495725158 
